timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685737427567,762,User Request,200,OK,Thread Group 1-1481,text,true,,1557,134,3,3,https://random-data-api.com/api/v2/users,762,0,505
1685737427927,907,User Request,200,OK,Thread Group 1-1482,text,true,,1562,134,3,3,https://random-data-api.com/api/v2/users,907,0,494
1685737428293,762,User Request,200,OK,Thread Group 1-1483,text,true,,1592,134,3,3,https://random-data-api.com/api/v2/users,762,0,502
1685737428644,827,User Request,200,OK,Thread Group 1-1484,text,true,,1553,134,3,3,https://random-data-api.com/api/v2/users,827,0,493
1685737429012,883,User Request,200,OK,Thread Group 1-1485,text,true,,1545,134,3,3,https://random-data-api.com/api/v2/users,883,0,492
1685737429364,953,User Request,200,OK,Thread Group 1-1486,text,true,,1558,134,3,3,https://random-data-api.com/api/v2/users,953,0,496
1685737429720,746,User Request,200,OK,Thread Group 1-1487,text,true,,1565,134,3,3,https://random-data-api.com/api/v2/users,746,0,495
1685737430440,979,User Request,200,OK,Thread Group 1-1489,text,true,,1566,134,4,4,https://random-data-api.com/api/v2/users,979,0,499
1685737430080,1381,User Request,200,OK,Thread Group 1-1488,text,true,,1556,134,3,3,https://random-data-api.com/api/v2/users,1381,0,1064
1685737430800,884,User Request,200,OK,Thread Group 1-1490,text,true,,1546,134,3,3,https://random-data-api.com/api/v2/users,884,0,496
1685737431159,766,User Request,200,OK,Thread Group 1-1491,text,true,,1558,134,3,3,https://random-data-api.com/api/v2/users,766,0,498
1685737431527,746,User Request,200,OK,Thread Group 1-1492,text,true,,1590,134,3,3,https://random-data-api.com/api/v2/users,746,0,491
1685737431879,761,User Request,200,OK,Thread Group 1-1493,text,true,,1565,134,3,3,https://random-data-api.com/api/v2/users,761,0,498
1685737432241,754,User Request,200,OK,Thread Group 1-1494,text,true,,1550,134,3,3,https://random-data-api.com/api/v2/users,754,0,501
1685737432599,755,User Request,200,OK,Thread Group 1-1495,text,true,,1567,134,3,3,https://random-data-api.com/api/v2/users,755,0,499
1685737432958,759,User Request,200,OK,Thread Group 1-1496,text,true,,1547,134,3,3,https://random-data-api.com/api/v2/users,759,0,498
1685737433318,760,User Request,200,OK,Thread Group 1-1497,text,true,,1569,134,3,3,https://random-data-api.com/api/v2/users,760,0,503
1685737433678,815,User Request,200,OK,Thread Group 1-1498,text,true,,1549,134,3,3,https://random-data-api.com/api/v2/users,815,0,504
1685737434038,757,User Request,200,OK,Thread Group 1-1499,text,true,,1548,134,3,3,https://random-data-api.com/api/v2/users,757,0,503
1685737434398,753,User Request,200,OK,Thread Group 1-1500,text,true,,1563,134,3,3,https://random-data-api.com/api/v2/users,753,0,498
